corpus	file	width	height	preset	quality	method	zen_bytes	lib_bytes	size_ratio	zen_encode_ms	lib_encode_ms	speed_ratio	zen_butter	lib_butter	butter_delta	zen_ssim2	lib_ssim2	ssim2_delta
cid22	1001682.png	512	512	Drawing	90	4	69810	70166	0.994926	22.676	17.813	1.2730	1.5249	1.5232	0.0017	82.9639	83.1820	-0.2181
cid22	1200348.png	512	512	Drawing	90	4	23074	23126	0.997751	17.244	12.803	1.3469	2.3657	2.4706	-0.1050	83.1553	83.1893	-0.0340
cid22	146083.png	512	512	Drawing	90	4	88060	88944	0.990061	25.895	20.240	1.2794	1.3873	1.5264	-0.1391	86.5399	86.8823	-0.3424
cid22	162511.png	512	512	Drawing	90	4	106594	105470	1.010657	26.266	20.634	1.2730	1.8215	1.7397	0.0818	82.7368	82.5488	0.1881
cid22	207691.png	512	512	Drawing	90	4	70320	70312	1.000114	23.231	18.092	1.2840	1.4953	1.4617	0.0336	81.9523	81.8662	0.0861
cid22	2290070.png	512	512	Drawing	90	4	31940	31810	1.004087	18.171	13.863	1.3108	1.6794	1.5262	0.1533	83.6117	83.5715	0.0402
cid22	262780.png	512	512	Drawing	90	4	74528	75076	0.992701	25.480	19.037	1.3384	1.4704	1.5744	-0.1041	82.2701	82.5519	-0.2819
cid22	3316926_opo25u.png	512	512	Drawing	90	4	27006	26398	1.023032	19.041	13.820	1.3778	1.8776	1.7801	0.0975	84.6521	84.2368	0.4154
cid22	3779828.png	512	512	Drawing	90	4	90660	91192	0.994166	24.344	19.198	1.2681	1.4950	1.3983	0.0966	84.4489	84.8697	-0.4209
cid22	5212582.png	512	512	Drawing	90	4	9734	10090	0.964718	14.806	11.103	1.3335	1.9735	1.9050	0.0686	81.3237	82.4696	-1.1459
cid22	675951.png	512	512	Drawing	90	4	52668	52414	1.004846	21.772	16.461	1.3227	2.0270	2.1305	-0.1036	83.8197	83.7677	0.0520
cid22	962312.png	512	512	Drawing	90	4	45326	45138	1.004165	17.518	13.702	1.2785	1.7259	1.7260	-0.0000	87.3183	87.3995	-0.0813
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	90	4	44392	44580	0.995783	18.004	13.784	1.3061	5.6039	5.7426	-0.1386	79.5967	79.7403	-0.1436
cid22	pexels-photo-2908983.png	512	512	Drawing	90	4	19680	19566	1.005826	17.384	12.733	1.3652	1.6920	1.5954	0.0966	84.5470	84.2801	0.2669
cid22	pexels-photo-4672246.png	512	512	Drawing	90	4	41826	41474	1.008487	20.528	15.438	1.3297	1.8492	1.8278	0.0214	83.4093	83.2351	0.1742
cid22	1001682.png	512	512	Drawing	90	6	68022	68628	0.991170	54.669	47.122	1.1602	1.6397	1.5241	0.1157	82.8285	83.2652	-0.4367
cid22	1200348.png	512	512	Drawing	90	6	22572	22588	0.999292	29.283	23.871	1.2267	2.4612	2.4623	-0.0011	83.2060	83.2632	-0.0572
cid22	146083.png	512	512	Drawing	90	6	85500	87020	0.982533	66.586	61.219	1.0877	1.3203	1.2704	0.0498	86.4388	86.7517	-0.3129
cid22	162511.png	512	512	Drawing	90	6	103610	103356	1.002458	69.860	60.683	1.1512	2.0490	1.7686	0.2804	82.4701	82.4796	-0.0095
cid22	207691.png	512	512	Drawing	90	6	66658	66754	0.998562	56.013	47.751	1.1730	1.5025	1.5576	-0.0551	81.8309	81.7250	0.1060
cid22	2290070.png	512	512	Drawing	90	6	30816	30814	1.000065	34.464	28.828	1.1955	1.9117	1.7319	0.1798	83.5135	83.2950	0.2184
cid22	262780.png	512	512	Drawing	90	6	69978	71420	0.979810	64.200	55.464	1.1575	1.5885	1.7750	-0.1865	81.8856	82.3334	-0.4478
cid22	3316926_opo25u.png	512	512	Drawing	90	6	25462	24768	1.028020	33.575	27.010	1.2431	1.7290	1.7320	-0.0030	84.8913	83.9897	0.9017
cid22	3779828.png	512	512	Drawing	90	6	88568	89808	0.986193	60.399	52.113	1.1590	1.4952	1.4531	0.0421	84.5042	84.8259	-0.3217
cid22	5212582.png	512	512	Drawing	90	6	9728	9952	0.977492	21.834	16.260	1.3428	1.9702	1.8005	0.1697	81.5996	82.6441	-1.0445
cid22	675951.png	512	512	Drawing	90	6	50536	50380	1.003096	42.455	36.253	1.1711	1.9633	2.0005	-0.0372	83.8716	83.6571	0.2145
cid22	962312.png	512	512	Drawing	90	6	44964	44660	1.006807	34.217	30.232	1.1318	2.3770	1.7241	0.6529	85.8287	87.2222	-1.3935
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	90	6	43650	43960	0.992948	35.615	29.248	1.2177	5.7481	5.6880	0.0601	79.6268	79.9304	-0.3036
cid22	pexels-photo-2908983.png	512	512	Drawing	90	6	19456	19276	1.009338	25.916	21.367	1.2129	1.6918	1.7147	-0.0229	84.7975	84.0532	0.7442
cid22	pexels-photo-4672246.png	512	512	Drawing	90	6	38454	38954	0.987164	43.011	35.114	1.2249	1.9069	1.9452	-0.0383	83.2152	83.2502	-0.0350
